Razao_Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total_custo;Quantidade;Valor_bruto;Valor_liquido;Valor_desconto
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891106905916;DIANE 35 21CP;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;352,08;24;486,72;379,84;106,88
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891106905916;DIANE 35 21CP;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;366,75;25;507,00;382,68;124,32
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891106905916;DIANE 35 21CP;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;402,03;27;555,75;418,55;137,20
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891106905916;DIANE 35 21CP;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;429,24;28;593,32;449,44;143,88
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891106905916;DIANE 35 21CP;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;352,59;25;529,75;396,16;133,59
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891106905916;DIANE 35 21CP;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;459,90;31;656,89;492,59;164,30
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896116801609;TRIQUILAR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;79,50;15;109,80;88,52;21,28
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896116801609;TRIQUILAR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;106,00;20;146,40;117,17;29,23
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896116801609;TRIQUILAR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;100,70;19;139,08;120,22;18,86
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896116801609;TRIQUILAR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;79,64;15;110,00;99,18;10,82
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896116801609;TRIQUILAR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;65,28;12;90,24;80,85;9,39
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896116801609;TRIQUILAR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;87,04;16;120,32;105,76;14,56
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896116801609;TRIQUILAR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;70,72;13;97,76;78,05;19,71
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7897572000230;MICRODIOL 21CP;AKZO LTDA - DIVISAO ORGANON;DROGARIAS;19,13;1;26,45;20,67;5,78
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7897572000230;MICRODIOL 21CP;AKZO LTDA - DIVISAO ORGANON;DROGARIAS;19,13;1;26,45;20,65;5,80
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7897572000230;MICRODIOL 21CP;AKZO LTDA - DIVISAO ORGANON;DROGARIAS;39,30;2;54,32;45,63;8,69
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7897572000230;MICRODIOL 21CP;AKZO LTDA - DIVISAO ORGANON;DROGARIAS;19,65;1;27,16;22,83;4,33
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7897572000230;MICRODIOL 21CP;AKZO LTDA - DIVISAO ORGANON;DROGARIAS;19,65;1;27,16;21,18;5,98
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7897947603820;XO INSETO LOC 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;11,98;2;25,60;25,60;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7897947603820;XO INSETO LOC 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;5,99;1;12,80;12,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7897947603820;XO INSETO LOC 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;5,99;1;12,80;12,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7897947603820;XO INSETO LOC 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;5,99;1;12,80;12,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7897947603844;XO INSETO SPRAY 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;20,97;3;41,40;39,68;1,72
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7897947603844;XO INSETO SPRAY 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;6,99;1;13,80;13,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7897947603844;XO INSETO SPRAY 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;6,99;1;13,80;13,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7897947603844;XO INSETO SPRAY 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;13,98;2;27,60;27,26;0,34
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7897947603844;XO INSETO SPRAY 200ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;6,99;1;13,80;13,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7897947604506;XO INSETO KIDS LOC 100ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;3,99;1;8,90;8,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7897947604506;XO INSETO KIDS LOC 100ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;REVENDAS;3,99;1;8,90;8,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896523216461;CIFLOGEX 12 PAST CEREJA;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;7,40;1;9,84;9,81;0,03
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896523216461;CIFLOGEX 12 PAST CEREJA;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;14,80;2;19,68;19,19;0,49
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896523216461;CIFLOGEX 12 PAST CEREJA;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;22,80;3;30,33;29,31;1,02
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896523216461;CIFLOGEX 12 PAST CEREJA;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;DROGARIAS;7,60;1;10,11;10,11;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7898281131215;PALITO GROSSO 2 PONTAS;SANTA CLARA;REVENDAS;0,17;1;1,00;1,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7898281131215;PALITO GROSSO 2 PONTAS;SANTA CLARA;REVENDAS;0,17;1;1,00;1,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896222718907;PRES OLLA LUBR 3UN GANHE 1 UN ICE;UNILEVER DE ARGENTINA S.A.;REVENDAS;10,75;8;26,40;26,40;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896222718907;PRES OLLA LUBR 3UN GANHE 1 UN ICE;UNILEVER DE ARGENTINA S.A.;REVENDAS;8,60;4;13,20;13,20;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896222718907;PRES OLLA LUBR 3UN GANHE 1 UN ICE;UNILEVER DE ARGENTINA S.A.;REVENDAS;10,75;6;19,80;19,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896222718907;PRES OLLA LUBR 3UN GANHE 1 UN ICE;UNILEVER DE ARGENTINA S.A.;REVENDAS;8,60;5;16,50;15,87;0,63
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896222718907;PRES OLLA LUBR 3UN GANHE 1 UN ICE;UNILEVER DE ARGENTINA S.A.;REVENDAS;2,15;1;3,30;3,30;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891106905886;CICLOPRIMOGYMA 21DGR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;6,00;1;8,29;6,64;1,65
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891106905886;CICLOPRIMOGYMA 21DGR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;6,00;1;8,29;8,29;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891106905886;CICLOPRIMOGYMA 21DGR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;6,16;1;8,52;7,20;1,32
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891106905886;CICLOPRIMOGYMA 21DGR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;6,16;1;8,52;8,51;0,01
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891106905886;CICLOPRIMOGYMA 21DGR;SCHERING DO BRASIL QUIM. E FARM. LTDA;DROGARIAS;6,16;1;8,52;6,81;1,71
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;999999999999;WHEY GOLD OPTIMUM DELICIOUS 5LBS;PROBIOTICA (VER CNPJ);REVENDAS;227,65;1;318,00;318,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;0030768136031;SUNDOWN LUTEIN OPT 20MG 90CP;PROBIOTICA (VER CNPJ);REVENDAS;64,90;1;99,90;93,80;6,10
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;005130043011;UVLINE CAMISETA INF PRAIA TAM 4 AMARELO;PELLEGRINO COM E SEV DE ART PROT SOLAR LTDA;REVENDAS;53,40;1;89,00;89,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896006216001;ANDRIODERMOL PO 50GR;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;14,13;1;18,79;17,85;0,94
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7897572000803;OVESTRION 1MG 30CPR;AKZO LTDA - DIVISAO ORGANON;DROGARIAS;14,86;1;20,54;16,39;4,15
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;57893;UVLINE BONE UV PRO AZUL CLARO;PELLEGRINO COM E SEV DE ART PROT SOLAR LTDA;REVENDAS;17,40;1;29,00;29,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;57893;UVLINE BONE UV PRO AZUL CLARO;PELLEGRINO COM E SEV DE ART PROT SOLAR LTDA;REVENDAS;17,40;1;29,00;29,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;000220023006;UVLINE VISEIRA FEM NICE MARINHO;PELLEGRINO COM E SEV DE ART PROT SOLAR LTDA;REVENDAS;35,40;1;59,00;59,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;001610197006;UVLINE VISEIRA FEM ST BARBARA CINZA;PELLEGRINO COM E SEV DE ART PROT SOLAR LTDA;REVENDAS;47,40;1;79,00;79,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;001190030006;UVLINE CHAPEU FEM CALIFORNIA MARROM;PELLEGRINO COM E SEV DE ART PROT SOLAR LTDA;REVENDAS;53,40;1;89,00;89,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;003190202016;UVLINE CHAPEU INF NAPOLI;PELLEGRINO COM E SEV DE ART PROT SOLAR LTDA;REVENDAS;35,40;1;59,00;59,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896094208049;FILTRUM FPS50 CR/GEL HID 120G;LIBBS FARMACEUTICA LTDA;REVENDAS;67,18;1;89,90;89,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896094208049;FILTRUM FPS50 CR/GEL HID 120G;LIBBS FARMACEUTICA LTDA;REVENDAS;67,18;1;89,90;44,87;45,03
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7897705201770;VICTOZA 6MG/ML 2 X 3ML;NOVO NORDISK;DROGARIAS;295,09;1;392,46;313,23;79,23
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7897705201770;VICTOZA 6MG/ML 2 X 3ML;NOVO NORDISK;DROGARIAS;303,06;1;403,05;321,29;81,76
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896000713377;SH NIELY GOLD ANTI STRESS 300ML;PROCTER;REVENDAS;5,61;1;7,90;5,24;2,66
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896000713377;SH NIELY GOLD ANTI STRESS 300ML;PROCTER;REVENDAS;5,61;1;7,90;5,51;2,39
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896000713377;SH NIELY GOLD ANTI STRESS 300ML;PROCTER;REVENDAS;5,61;1;7,90;7,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891150015012;COND SEDA PRO COLOR 350ML;PROCTER;REVENDAS;4,68;1;6,90;6,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7898126404290;MASC BLOND BIOREFLEX 500G;BIO EXTRATUS COSMETICOS NATURAL LTDA.;REVENDAS;14,90;1;20,90;20,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7898126404290;MASC BLOND BIOREFLEX 500G;BIO EXTRATUS COSMETICOS NATURAL LTDA.;REVENDAS;14,90;1;20,90;20,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7898126404290;MASC BLOND BIOREFLEX 500G;BIO EXTRATUS COSMETICOS NATURAL LTDA.;REVENDAS;14,90;1;20,90;14,60;6,30
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7898126404153;SH BIOEXT NONI 250ML;BIO EXTRATUS COSMETICOS NATURAL LTDA.;REVENDAS;11,30;1;17,20;17,09;0,11
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;78911222;VICK VAPORUB 12G;PROCTER;DROGARIAS;41,84;8;55,76;55,38;0,38
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;78911222;VICK VAPORUB 12G;PROCTER;DROGARIAS;42,08;9;56,21;55,41;0,80
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;78911222;VICK VAPORUB 12G;PROCTER;DROGARIAS;78,45;15;104,85;104,85;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;78911222;VICK VAPORUB 12G;PROCTER;DROGARIAS;65,36;12;88,43;88,35;0,08
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;78911222;VICK VAPORUB 12G;PROCTER;DROGARIAS;69,00;12;94,80;94,63;0,17
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;78911222;VICK VAPORUB 12G;PROCTER;DROGARIAS;106,90;19;143,88;143,11;0,77
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;78911222;VICK VAPORUB 12G;PROCTER;DROGARIAS;89,40;15;119,85;119,70;0,15
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891150015241;COND SEDA POS ALIS QUIM 350ML;UNILEVER DE ARGENTINA S.A.;REVENDAS;15,00;3;20,70;19,91;0,79
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891150015241;COND SEDA POS ALIS QUIM 350ML;UNILEVER DE ARGENTINA S.A.;REVENDAS;15,00;3;20,70;20,70;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891150015241;COND SEDA POS ALIS QUIM 350ML;UNILEVER DE ARGENTINA S.A.;REVENDAS;20,00;4;27,60;27,60;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891150015241;COND SEDA POS ALIS QUIM 350ML;UNILEVER DE ARGENTINA S.A.;REVENDAS;5,00;1;6,90;6,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7506195167304;CR PENT PANT CACH DEFINIDOS 250ML;PROCTER;REVENDAS;8,79;1;13,90;13,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7506195167304;CR PENT PANT CACH DEFINIDOS 250ML;PROCTER;REVENDAS;8,79;1;13,90;13,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7506195167298;CR PENT PANTENE CONT QUEDA 250ML;PROCTER;REVENDAS;8,79;1;13,90;13,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7506195167281;CR PENT PANT LISO EXTREMO 250ML;PROCTER;REVENDAS;8,79;1;13,90;13,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7506195167281;CR PENT PANT LISO EXTREMO 250ML;PROCTER;REVENDAS;8,79;1;13,90;13,88;0,02
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7506195167281;CR PENT PANT LISO EXTREMO 250ML;PROCTER;REVENDAS;8,79;1;13,90;13,89;0,01
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7506195184639;DES GIL AER JT SEC SOF COMF 150ML;GILLETTE DO BRASIL LTDA.;REVENDAS;12,88;2;17,80;8,88;8,92
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7506195184639;DES GIL AER JT SEC SOF COMF 150ML;GILLETTE DO BRASIL LTDA.;REVENDAS;25,76;5;44,50;28,70;15,80
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7506195184615;DES GIL AER JT SEC COOL WAV 150ML;GILLETTE DO BRASIL LTDA.;REVENDAS;12,88;2;17,80;10,68;7,12
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7506195184622;DES GIL AER JT SEC SPORT 150ML;GILLETTE DO BRASIL LTDA.;REVENDAS;6,44;1;8,90;8,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891142180766;QUADRIDERM CREME 20GR;MANTECORP IND QUIMICA EFARMACEUTICA LTDA.;DROGARIAS;64,41;4;114,20;98,34;15,86
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891142180766;QUADRIDERM CREME 20GR;MANTECORP IND QUIMICA EFARMACEUTICA LTDA.;DROGARIAS;42,94;2;57,10;54,24;2,86
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891142180766;QUADRIDERM CREME 20GR;MANTECORP IND QUIMICA EFARMACEUTICA LTDA.;DROGARIAS;42,94;3;85,65;74,00;11,65
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891142180766;QUADRIDERM CREME 20GR;MANTECORP IND QUIMICA EFARMACEUTICA LTDA.;DROGARIAS;22,82;1;30,35;29,57;0,78
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891142180766;QUADRIDERM CREME 20GR;MANTECORP IND QUIMICA EFARMACEUTICA LTDA.;DROGARIAS;22,82;1;30,35;30,25;0,10
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896004722535;CIPROFLOX DEXA GERM 3MG/ML OFT;GERMED;DROGARIAS;12,69;1;17,54;17,54;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896004722535;CIPROFLOX DEXA GERM 3MG/ML OFT;GERMED;DROGARIAS;13,04;1;18,03;15,33;2,70
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896006236009;FOLDAN POMADA 45GR;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;32,52;2;43,24;39,99;3,25
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896006236009;FOLDAN POMADA 45GR;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;16,26;1;21,62;16,20;5,42
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896006236009;FOLDAN POMADA 45GR;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;17,29;1;22,99;22,00;0,99
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896004710075;DILTIAZEM GERM 60MG 50CP;GERMED;DROGARIAS;16,80;1;23,22;15,27;7,95
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896004716169;ESPIRONOLA GER 100MG 16CP;GERMED;DROGARIAS;11,31;1;15,63;13,29;2,34
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896004710846;NIMODIPINA GERM 30MG 30CP;GERMED;DROGARIAS;43,35;1;59,93;45,00;14,93
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896004710846;NIMODIPINA GERM 30MG 30CP;GERMED;DROGARIAS;89,04;4;246,16;112,52;133,64
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896004710846;NIMODIPINA GERM 30MG 30CP;GERMED;DROGARIAS;178,08;4;246,16;153,85;92,31
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891150015036;CR SEDA PENT PRO COLOR 300ML;UNILEVER DE ARGENTINA S.A.;REVENDAS;3,47;1;4,90;4,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891150015227;CR SEDA TRAT POS ALIS QUIM 400G;UNILEVER DE ARGENTINA S.A.;REVENDAS;4,30;1;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891150015227;CR SEDA TRAT POS ALIS QUIM 400G;UNILEVER DE ARGENTINA S.A.;REVENDAS;4,30;1;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891150015098;CR SEDA TRAT PRO COLOR 400G;UNILEVER DE ARGENTINA S.A.;REVENDAS;4,30;1;7,50;5,25;2,25
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891150015098;CR SEDA TRAT PRO COLOR 400G;UNILEVER DE ARGENTINA S.A.;REVENDAS;4,30;1;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896094202030;CEBRALAT OR 50MG 60CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;17,04;1;23,56;19,88;3,68
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896094202030;CEBRALAT OR 50MG 60CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;36,24;2;50,10;44,64;5,46
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891010959296;LISTERINE WHIT ANTIMANCHA 250ML;PROCTER;REVENDAS;14,00;2;21,80;21,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891010959296;LISTERINE WHIT ANTIMANCHA 250ML;PROCTER;REVENDAS;7,00;1;10,90;10,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891182996297;ESM RISQUE SHAR PEI;NIASI S/A;REVENDAS;5,36;2;7,00;6,85;0,15
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891000011096;CHOC NESTLE CAST CAJU 160G;NESTLE BRASIL LTDA;REVENDAS;7,80;2;13,80;13,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891000011096;CHOC NESTLE CAST CAJU 160G;NESTLE BRASIL LTDA;REVENDAS;15,60;4;27,60;27,60;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891000011096;CHOC NESTLE CAST CAJU 160G;NESTLE BRASIL LTDA;REVENDAS;27,30;8;55,20;52,62;2,58
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891000011096;CHOC NESTLE CAST CAJU 160G;NESTLE BRASIL LTDA;REVENDAS;31,20;9;62,10;62,07;0,03
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891000011096;CHOC NESTLE CAST CAJU 160G;NESTLE BRASIL LTDA;REVENDAS;27,30;7;48,30;47,57;0,73
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891000011096;CHOC NESTLE CAST CAJU 160G;NESTLE BRASIL LTDA;REVENDAS;19,50;5;34,50;34,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891000062586;CHOC CLASSIC DUO 40G;NESTLE BRASIL LTDA;REVENDAS;11,00;10;15,00;14,80;0,20
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891000062586;CHOC CLASSIC DUO 40G;NESTLE BRASIL LTDA;REVENDAS;12,10;12;18,00;17,41;0,59
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891000062586;CHOC CLASSIC DUO 40G;NESTLE BRASIL LTDA;REVENDAS;1,10;1;1,50;1,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891000062586;CHOC CLASSIC DUO 40G;NESTLE BRASIL LTDA;REVENDAS;8,80;10;15,00;15,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891000062586;CHOC CLASSIC DUO 40G;NESTLE BRASIL LTDA;REVENDAS;11,00;12;18,00;17,98;0,02
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891000062586;CHOC CLASSIC DUO 40G;NESTLE BRASIL LTDA;REVENDAS;1,10;1;1,50;1,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891000062616;CHOC CLASSIC AO LEITE 40G(SAIU DE LINHA);NESTLE BRASIL LTDA;REVENDAS;11,00;12;18,00;18,01;-0,01
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891000062616;CHOC CLASSIC AO LEITE 40G(SAIU DE LINHA);NESTLE BRASIL LTDA;REVENDAS;2,20;2;3,00;3,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891000062616;CHOC CLASSIC AO LEITE 40G(SAIU DE LINHA);NESTLE BRASIL LTDA;REVENDAS;8,80;8;12,00;11,92;0,08
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891000062616;CHOC CLASSIC AO LEITE 40G(SAIU DE LINHA);NESTLE BRASIL LTDA;REVENDAS;3,30;4;6,00;6,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891000062555;CHOC NESTLE CRUNCH 35G;NESTLE BRASIL LTDA;REVENDAS;11,88;12;18,00;17,90;0,10
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891000062555;CHOC NESTLE CRUNCH 35G;NESTLE BRASIL LTDA;REVENDAS;6,48;8;12,00;12,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891000062555;CHOC NESTLE CRUNCH 35G;NESTLE BRASIL LTDA;REVENDAS;11,88;12;18,00;17,83;0,17
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891000062555;CHOC NESTLE CRUNCH 35G;NESTLE BRASIL LTDA;REVENDAS;7,56;9;13,50;13,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891000062555;CHOC NESTLE CRUNCH 35G;NESTLE BRASIL LTDA;REVENDAS;8,64;9;13,50;13,49;0,01
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891000062555;CHOC NESTLE CRUNCH 35G;NESTLE BRASIL LTDA;REVENDAS;3,24;3;4,50;4,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891000063064;CHOC SUFLAIR NESTLE 30G;NESTLE BRASIL LTDA;REVENDAS;14,45;20;30,00;29,95;0,05
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891000063064;CHOC SUFLAIR NESTLE 30G;NESTLE BRASIL LTDA;REVENDAS;7,65;14;21,00;21,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891000063064;CHOC SUFLAIR NESTLE 30G;NESTLE BRASIL LTDA;REVENDAS;5,95;8;12,00;12,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891000063064;CHOC SUFLAIR NESTLE 30G;NESTLE BRASIL LTDA;REVENDAS;2,55;5;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891000063064;CHOC SUFLAIR NESTLE 30G;NESTLE BRASIL LTDA;REVENDAS;11,90;16;24,00;24,00;0,00
