Razao Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total custo;Quantidade;Valor bruto;Valor liquido;Valor desconto
MR WK FCIA LTDA ME;15786984000155;5;2013;7896016804939;LUFTAL MAX 125MG C/10CP;BRISTOL;ETICOS;11,97;1;15,93;15,93;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891317007003;PRIMERA 20MCG C/21 CPR;EUROFARMA ISA;ETICOS;15,73;1;23,33;19,83;3,5
MR WK FCIA LTDA ME;15786984000155;5;2013;7896015516970;SAL FRUTAS ENO GUARANA 5G C/2;GLAXO;ETICOS;0,85;3;3,39;3,39;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896015511166;SAL FRUTA ENO LAR 5GR;BEECHAM POPULA;ETICOS;0,95;6;7,56;7,56;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898074617803;SPIDUFEN 600MG C/10ENV;ZAMBOM;ETICOS;17,74;3;79,83;74,51;5,32
MR WK FCIA LTDA ME;15786984000155;5;2013;7891800000665;ATAD CREPON CYSNE 10CMX4,5M;CREMER;PERFUMARIA;1,05;3;4,74;4,74;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891800000696;ATAD CREPON CYSNE 20CMX4,5M;CREMER;PERFUMARIA;3,2;1;3,3;3,3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896006226901;FOR GAS 40MG C/20 COMP;;SIMILARES;11;1;14,63;14,63;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896472501823;MULTIGRIP C/20CAPS;MULTILAB;SIMILARES;10,42;2;30,22;27,95;2,27
MR WK FCIA LTDA ME;15786984000155;5;2013;7897595601773;SINVASTACOR 20MG C/30 CPR;HEXAL;SIMILARES;16,98;1;23,47;23,47;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7894900011517;COCA COLA 2 LITROS;;COCA COLA;3,57;13;65;65;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7894900010015;COCA COLA LATA 350ML;;CONVENIENCIAS;1,33;17;42,5;42,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896828000017;AGUA DE COCO 200ML KERO COCO;;COCA COLA;1,43;16;32;32;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840120214;SALG  BACONZITOS 55G;;ELMA CHIPS;2,22;2;6;6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896902200913;ACETONA FARMAX 100ML;;PERFUMARIA;1,16;4;7,2;7,2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896075701019;CORTADOR DE UNHAS;;PERFUMARIA;1;1;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714231143;NEOSORO AD 30ML NEO QUIMICA;NEO QUIMICA;SIMILARES;4,77;8;50,72;49,45;1,27
MR WK FCIA LTDA ME;15786984000155;5;2013;70330703629;APAR BARB BIC SENSITIVE C/2;;PERFUMARIA;1,22;1;1,73;1,73;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7899026460447;SH ELSEVE CITRUS 200 ML ;;PERFUMARIA;4,89;2;13,88;13,88;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010560737;COTONETES J&J 75UN;;PERFUMARIA;1,73;1;2,45;2,45;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896075701040;PINCA MEREJE;;PERFUMARIA;0,34;2;2,04;2,04;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010020415;PRESERV JONTEX ULTRA C/3;;PERFUMARIA;3,08;3;12,3;12,3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010033521;BRONZ  SUNDOWN FPS 30 120 ML..;JOHNSON;PERFUMARIA;19,94;3;79,8;79,8;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840126216;SALG  PINGO/ OURO BACON 90G;;ELMA CHIPS;2,22;4;12;12;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896226503363;OTOSYNALAR 5ML;ROCHE;ETICOS;4,62;2;12,44;12,44;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891037003767;DES REXONA ACTIVE SPRAY 90ML;;PERFUMARIA;3,02;1;4,27;4,27;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896014137169;COND ELSEVE CITRUS;;PERFUMARIA;5,98;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714230252;SENSIDERME POM 30GRS;;SIMILARES;6,63;1;8,82;8,82;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891800000658;ATAD CREPON CYSNE 8X1,8M CREME;;MATERIAIS DE CURATIVOS;1,05;1;1,7;1,7;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896020153214;TENYS PE 100GRS;;PERFUMARIA;3,77;1;5,65;5,65;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896472501786;DICLOSODICO MULTILAB 50MG C/20;MULTILAB;SIMILARES;3,92;1;5,42;5,42;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896150008842;DESCOL YAMA ACTIVE 50G;;PERFUMARIA;3,75;2;10,54;10,54;0
MR WK FCIA LTDA ME;15786984000155;5;2013;78914407;DES DOVE ROLL ON 50ML;;PERFUMARIA;5,95;1;8,45;6,99;1,46
MR WK FCIA LTDA ME;15786984000155;5;2013;7896094901148;MERTHIOLATE INCOLOR NOVO;;VAREJINHO;7,72;1;8,88;8,88;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898085943830;LEITE AVEIA DAVENE CLASS 180ML;;PERFUMARIA;4,14;1;5,85;5,85;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004714295;EMISTIN CREME;EMS;SIMILARES;15,99;1;21,27;21,27;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840128111;SALG RUFFLES ORIGINAL 50G;;CONVENIENCIAS;1,75;1;2,45;2,45;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840127114;SALG  PINGO/OURO PICANHA 65G;;ELMA CHIPS;2,22;4;12;12;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7501001169374;ABS ALWAYS NOT FLEX ABAS;;PERFUMARIA;2,8;3;12,6;12,6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896094924659;L CONIA FANTASTIC;;PERFUMARIA;1,79;1;2,69;2,69;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010032906;SAB J&J BABY  80GRS;;PERFUMARIA;1,64;1;2,46;1,99;0,47
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714203232;DORALGINA 150ML GOTAS;NEO QUIMICA;SIMILARES;9,3;1;12,37;12,37;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896372500544;PASSAJA C/24 FLACONETES;;ETICOS;2,49;1;2,96;2,96;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523202860;PROBENXIL GTS 20 ML;CIMED;SIMILARES;8,99;1;12,43;9,94;2,49
MR WK FCIA LTDA ME;15786984000155;5;2013;7896436901812;INALADOR INALAR COMPACT NS;;OUTROS;102;1;139,5;139,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896112147473;NOGRIPE C/25X4;;SIMILARES;1,57;2;4,58;4,58;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523206110;CIMELIDE 100MG C/12;CIMED;SIMILARES;8,37;1;11,57;11,57;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896009142444;ALIS ALISA E TINGEPRETO 80GRS;;PERFUMARIA;5,24;1;7,86;7,86;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007540266;ABS INTIMUS DAYS C/PERF AMAR;;PERFUMARIA;2,29;1;3,44;3,44;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896054711114;ACETONA CINCO 100ML;;PERFUMARIA;2,12;2;6,36;6,36;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891024113806;SAB PROTEX   BALANCE;;PERFUMARIA;1,26;1;1,89;1,79;0,1
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523200576;CIMEGRIPE CX C/20CAPS;;SIMILARES;11,06;2;29,42;27,21;2,21
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714283005;NEOPIRIDIN C/12PAST;NEO QUIMICA;SIMILARES;3,89;3;15,54;15,54;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7897322702209;LISADOR C/16 COMP;FARMASA;ETICOS;10,51;1;13,98;13,98;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7897917001397;BELSPAN COMPOSTO C/20 COMP;BELFAR;SIMILARES;7,63;1;10,15;8,63;1,52
MR WK FCIA LTDA ME;15786984000155;5;2013;78906488;ESP MICROPORE 2,5/4,5M CREMER;;MATERIAIS DE CURATIVOS;2,66;2;8,52;8,52;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891024183007;FIO DENT COLGATE 50M;;PERFUMARIA;4;3;18;14,67;3,33
MR WK FCIA LTDA ME;15786984000155;5;2013;7891000142202;LEITE NINHO INSTANTANEO 400G;NESTLE;NESTLE;8,01;1;9,61;9,61;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896150005032;DESCOL YAMA 20G;;PERFUMARIA;2,53;1;3,79;3,79;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896094903104;ENGOV C/6 COMP;;ETICOS;2,95;16;62,88;62,88;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007540617;ABS INTIMUS GEL NOR C/ABAS SUV;;PERFUMARIA;1,47;5;12,35;11,45;0,9
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007540600;ABS INTIMUS GEL SOFT S/ ABAS;;PERFUMARIA;1,53;1;2,3;2,3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714203782;VERTIGIUM 10MG C/50 COMP;NEO QUIMICA;SIMILARES;6,04;1;8,4;8,4;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891104191090;ATROVERAN C/6 COMP;;ETICOS;2,41;6;19,2;19,2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840126810;SALG  STIKSY 90G;;CONVENIENCIAS;2,22;3;9;9;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075010239;SORVETE FRUTARE ABACAXI;;SORVETES;1,56;13;29,25;29,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075010130;SORVETE FRUTARE UVA;;SORVETES;1,67;4;9;9;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075010161;SORVETE FRUTARE LIMAO;;SORVETES;1,67;17;38,25;38,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075030091;SORVETE CHICABON CHOCOLATE;;SORVETES;2,04;20;55;55;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075020023;SORVETE COCO AO LEITE;;SORVETES;1,85;14;35;35;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075060210;SORVETE TABLITO;;SORVETES;2,77;63;236,25;236,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075060036;SORVETE BRIGADEIRO CHOCOLATE;;SORVETES;2,54;16;56;56;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075080218;SORVETE ESKIBON;;SORVETES;2,5;8;28;28;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075302402;SORVETE CORNETTO CROCANTE;;SORVETES;3,33;13;65;65;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010035693;ABS.S LIVRE A.NAT SUAVE C/ABA;;PERFUMARIA;2,13;2;6,4;6,4;0
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808257584;DES NIVEA ROLL-ON DRY 50 ML;;PERFUMARIA;3,99;1;5,99;5,49;0,5
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007540631;ABB INTIMUS GEL NOR C/ABAS SEC;;PERFUMARIA;1,47;3;7,41;7,41;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007540624;ABS INTIMUS RAPISEC S/ABS C/8;;PERFUMARIA;1,53;1;2,3;2,3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891268106596;VIAGRA 50MG C/2 CPR;PFIZER;ETICOS;27,02;1;35,95;25,99;9,96
MR WK FCIA LTDA ME;15786984000155;5;2013;7501009224037;APAR PRESTOBARBA ULTRAGRIP MOV;;PERFUMARIA;4,18;2;11,8;11,8;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7897595602923;AMIDALIN 20 PASTILHAS MEL/LIMA;;SIMILARES;8,4;1;11,17;9,49;1,68
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808257591;DES NIVEA FRESH ROLL ON;;PERFUMARIA;4,28;1;5,99;5,49;0,5
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004700427;AMOXICILINA 500MG C/21 CPS GEN;EMS;GENERICOS;21,11;1;29,18;23,34;5,84
MR WK FCIA LTDA ME;15786984000155;5;2013;7896104995440;FRALDA MILI JUMBO C/44 M;;FRALDAS;12,72;5;83,95;83,95;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896104998762;HASTES FLEX MILI C/75;;PERFUMARIA;0,93;3;4,17;4,17;0
MR WK FCIA LTDA ME;15786984000155;5;2013;0;CIMEGRIPE C/10 CPS;;SIMILARES;2,48;1;7;5,6;1,4
MR WK FCIA LTDA ME;15786984000155;5;2013;7896622301822;GASTROL ENV S/ ABACAXI 5G;;SIMILARES;1,48;5;9,85;9,85;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896094903036;BENEGRIP C/6 COMPRS;DM INDUSTRIA FARMACEUTICA;ETICOS;3,99;2;10,62;10,62;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891104193087;APRACUR C/6 CPD;DM INDUSTRIA FARMACEUTICA;ETICOS;3,56;2;9,48;9,48;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010035631;ABS S LIVRE NOT C/ABAS C/8UN;J.JOHNSONS;PERFUMARIA;3,07;2;9;7,38;1,62
MR WK FCIA LTDA ME;15786984000155;5;2013;7896104998557;PAPEL HIG MILI 60 MT S/PERF;;PERFUMARIA;2,39;4;13,96;13,96;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898305770123;TOUCA BANHO LISA;;PERFUMARIA;0,8;2;2,4;2,4;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896331701500;GLYTEOL XP ADULTO 100 ML;HERTZ;SIMILARES;11,72;2;31,18;31,18;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523206868;DIAD C/2 COMP CIMED;CIMED;SIMILARES;12,75;9;158,67;158,67;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898040320683;ADOLESS C/28;FARMOQUIMICA;ETICOS;19,43;1;26,86;26,86;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007512317;FRALDA T MONICA JUMBO M C/32;;FRALDAS;14,72;1;19,75;19,75;0
MR WK FCIA LTDA ME;15786984000155;5;2013;79656594157;PROTETOR LABIAL BAN BOAT FPS30;;PERFUMARIA;7,63;4;58;58;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896641808630;NEOSALDINA C/30 DRAGEAS;;ETICOS;15,57;3;62,16;60,09;2,07
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181903666;CAPTOPRIL 25MG C/30 CPD BIOSIN;BIOSINTETICA;GENERICOS;14,84;1;19,3;15,44;3,86
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181906438;NORFLOXACINO 400MG C/14 CPD BI;BIOSINTETICA;GENERICOS;19,86;1;27,46;17,85;9,61
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181906322;LORATADINA 10MG C/12CPD BIOSIN;BIOSINTETICA;GENERICOS;17,94;1;23,87;19,1;4,77
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010030094;SH J&J  200ML;;PERFUMARIA;4,57;2;13,7;12,54;1,16
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181905844;DICLO SODICO 50MG C/20 BIOS GE;BIOSINTETICA;GENERICOS;9,23;1;12,76;10,21;2,55
MR WK FCIA LTDA ME;15786984000155;5;2013;7891317008994;DIPRO BETAME+FOSF DISSOD BETAM;EUROFARMA;GENERICOS;9,48;3;39,3;37,99;1,31
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181909705;DIPIRONA GTS 10ML GEN BIOSINTE;BIOSINTETICA;GENERICOS;2,77;1;3,69;3,69;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896241248287;LEVEL CPD C/21;BIOLAB;ETICOS;10,66;1;14,74;13,27;1,47
MR WK FCIA LTDA ME;15786984000155;5;2013;7896083402540;CLIFEMIM C/30 CPS 160MG ;HERBARIUM;FITOTERAPICOS;40,43;1;50,49;40,39;10,1
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004705873;ATENOLOL 50MG C/30CPD GEN EMS;EMS;GENERICOS;12,77;1;17,65;14,12;3,53
MR WK FCIA LTDA ME;15786984000155;5;2013;7896013501824;ALIS HAIR LIFE LISO&NATURAL;;PERFUMARIA;6,43;1;9,65;9,65;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004811581;ALGODAO TOPZ 50G;;PERFUMARIA;1,43;1;2,15;2,15;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891024114001;SAB PROTEX CREAM 90G;;HIGIENE PESSOAL;1,26;1;1,89;1,79;0,1
MR WK FCIA LTDA ME;15786984000155;5;2013;7891024119105;SAB PROTEX FRESH 90G;;PERFUMARIA;1,26;1;1,89;1,89;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523207681;AMBROXMEL ADULTO 120ML;CIMED;SIMILARES;13,06;2;34,74;28,66;6,08
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523207667;AMBROXMEL PEDIATRICO120ML;CIMED;SIMILARES;10,72;2;28,52;26,38;2,14
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714200835;TORSILAX C/4 CPD;NEO QUIMICA;SIMILARES;2,51;16;53,44;53,44;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7793100111143;CR DENT COLGATE TOTAL 12 H 90G;;PERFUMARIA;2,89;2;8,4;7,98;0,42
MR WK FCIA LTDA ME;15786984000155;5;2013;7896212415618;TYLENOL  SINUS C/24;JANSSEN;ETICOS;9,32;2;24,8;24,8;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7501001311186;HIPOGLOS PMD 45 G NOVO;PROCTER GAMBLE;ETICOS;7,42;1;9,87;9,87;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010503024;ABS S LIVRE ESP SUAV C/ABA C/8;;PERFUMARIA;1,67;4;9,6;9,6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891317412692;ASTRO SUSP 600MG;EUROFARMA;ETICOS;18,53;1;25,62;23,06;2,56
MR WK FCIA LTDA ME;15786984000155;5;2013;7791969028831;DES NIVEA AERO COOL KICK;;PERFUMARIA;7,18;1;10,2;10,2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523206943;BABYMED 45G AZUL;CIMED;SIMILARES;7,68;1;10,62;7,43;3,19
MR WK FCIA LTDA ME;15786984000155;5;2013;7896094201491;ELANI CPD C/28;LIBBS;ETICOS;33,87;1;46,82;37,46;9,36
MR WK FCIA LTDA ME;15786984000155;5;2013;7891024132128;CREM DENT COLGATE TR. A. HOR90;COLGATE-PALMOL.;HIGIENE PESSOAL;1,41;9;17,91;17,91;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896472502103;NEBACIDERME POMADA 10 G;MULTILAB;SIMILARES;7,25;1;10,02;10,02;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891317008796;PROPIONATO DE CLOBETASOL CR GE;EUROFARMA;GENERICOS;8,64;1;11,94;11,94;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010501105;FIO DENT J&J REACH ESS JUA 100;J.JOHNSONS;PERFUMARIA;3,95;2;11,86;10,78;1,08
MR WK FCIA LTDA ME;15786984000155;5;2013;7891172171666;LENCO KLEENEX BOLSO;;PERFUMARIA;0,58;8;9,6;9,6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;70330713406;AP BIC COMFORT WOMAN;;PERFUMARIA;2,3;3;9,6;9,6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896138700508;SOL FISIOL  ARBORETO 250ML;;VAREJINHO;1,28;1;2,34;2,34;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891317422028;NIMESULIDA 100MG EUROFARMA;;GENERICOS;11,77;1;16,27;16,27;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896472502738;MULTIGRIP C/ 4 CAPS;;SIMILARES;2,58;16;56,96;54,11;2,85
MR WK FCIA LTDA ME;15786984000155;5;2013;7896235321514;GEL FIX SUMMER INCOL 220 G;;PERFUMARIA;1,63;1;2,45;2,45;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896235321538;GEL FIX SUMMER LARANJA 220 G;;PERFUMARIA;1,63;1;2,45;2,45;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714213392;CENTROTABS 600 C/30 CP;NEO QUIMICA;SIMILARES;28,47;1;39,36;31,49;7,87
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714212586;VISASUL SOL OFTALMICA 20 ML;NEO QUIMICA;SIMILARES;5,83;1;7,76;7,76;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891024131145;PLAX CLASSIC  TOTAL 500 ML;;PERFUMARIA;10,36;1;12,78;11,89;0,89
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808257621;DES NIVEA SENSITIVE MEN 50 ML;;PERFUMARIA;3,99;1;5,99;5,99;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7702425527157;ABS INT GEL DISCRET C/AB;;PERFUMARIA;1,67;1;2,51;2,29;0,22
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007540525;ABS INT DAYS S/AB DECOB C/40;;PERFUMARIA;4,35;1;6,25;6,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7890704806441;SAB NIVEA ERVA DOCE;;PERFUMARIA;0,78;1;1,17;1,17;0
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808806430;SAB NIVEA LEITE;;PERFUMARIA;0,78;5;5,85;4,95;0,9
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714270029;NEOPIRIDIN SPRAY 50ML;NEO QUIMICA;SIMILARES;14,77;1;20,42;20,42;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840215217;SALG SENSAC PEITO/PERU 45G;;ELMA CHIPS;2,04;3;8,25;8,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840200145;SALG DORITOS QUEIJO/NACHO 55G;;ELMA CHIPS;2,22;2;6;6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840211240;SALG DORITOS QUEIJO/NACHO 110G;;CONVENIENCIAS;3,15;1;4,1;4,1;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840204815;SALG RUFFLES ORIGINAL 100G;;ELMA CHIPS;3,7;2;10;10;0
MR WK FCIA LTDA ME;15786984000155;5;2013;70330712379;APAR BIC COMFORT AZUL C/2;;PERFUMARIA;3,24;3;13,8;10,95;2,85
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007541386;ABS INTIMUS DAYS S/AB C/8;;PERFUMARIA;1,9;2;5,7;5,7;0
MR WK FCIA LTDA ME;15786984000155;5;2013;17842;EPATIVAN FLACON 10ML -CIMED;;SIMILARES;1,52;21;46,2;46,2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;12345871;GASTROL C/10 -LUPER;;ETICOS;2,5;7;31,5;31,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010038953;FITA DENT J&J C/50M */;;PERFUMARIA;4,46;1;6,3;6,3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891177801308;CR NIVEA 97G /K;;PERFUMARIA;11,97;1;13,29;13,29;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800304228;TRIDENT MENTA;;CONVENIENCIAS;0,77;6;7,5;7,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004704531;MARACUJA CONCENTRIX 100ML -LEG;;SIMILARES;6,14;1;17,35;17,35;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004706559;CELERG XPE 120ML -LEGRAND;LEGRAND;SIMILARES;13,34;1;17,75;17,75;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891317001063;ACETILCISTEINA 200MG C/16ENV -;EUROFARMA ISA;GENERICOS;10,79;1;13,89;12,5;1,39
MR WK FCIA LTDA ME;15786984000155;5;2013;7896015517090;SONRIDOR CAFI C/2 CPR;;ETICOS;2,21;1;2,94;2,94;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898902502066;AGUA MINERAL COPO S/GAS 200ML;;COCA COLA;0,31;14;7;7;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896112147152;NISTATINA CR 60G GENERICO -TEU;TEUTO;GENERICOS;7,65;1;10,57;10,57;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896132103671;POLIDOR DE UNHAS MARCHETTI;;PERFUMARIA;1,6;2;4,8;4,8;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896226504018;VERUTEX CREME 15G;ROCHE;ETICOS;37,93;1;50,47;50,47;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896229974283;VITAMINA A CAPILAR 10ML SKAFE;;PERFUMARIA;0,96;5;7,45;7,45;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896229974320;TRAT CAPILAR ANTIQUEDA SKAFE A;;PERFUMARIA;0,96;1;1,3;1,3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896331702545;ABC CREME TB 20GR -HERTZ;;SIMILARES;7,31;1;9,73;9,73;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896331800104;RESFENOL C/20 CPS -HERTZ;;SIMILARES;23,07;3;92,1;85,96;6,14
MR WK FCIA LTDA ME;15786984000155;5;2013;7896331800340;SONOTABS C/20 - GALEN;;SIMILARES;10,4;1;34,68;27,74;6,94
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714203898;NEOLEFRIN BABY 15 ML;;SIMILARES;8,96;1;12,39;12,39;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898079000310;PRES PRUDENCE HORTELA;;PERFUMARIA;1,25;1;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898079000303;PRES PRUDENCE MORANGO C/3;;PERFUMARIA;1,25;1;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898079000327;PRES PRUDENCE C/3 UVA *;;PERFUMARIA;1,25;1;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898158693242;PYRISEPT 200MG C/18 -CIFARMA;;SIMILARES;9,18;1;12,21;12,21;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891142136602;CORISTINA D 4CPR;;ETICOS;3,8;2;10,52;10,52;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896015511159;SAL DE FRUTAS ENO 2 ENV 5G;;ETICOS;0,95;18;22,68;22,68;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896241252420;DRENISON N POM 30G;;ETICOS;15,99;1;21,28;21,28;0
MR WK FCIA LTDA ME;15786984000155;5;2013;78905108;MINANCORA POM 30G;;ETICOS;5,08;1;6,95;6,95;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896862940058;DIPIMED 500 20 ML GOTAS;MEDQUIMICA;SIMILARES;4,3;1;5,72;5,72;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181909651;DIPIRONA SODICA GTS;BIOSINTETICA;GENERICOS;5,02;1;6,68;5,34;1,34
